Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,t
Enzyme180500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180800001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180900001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181100001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181200001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181400001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181800001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181900002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182100001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182200001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182400001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182600002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme188600002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme189400002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme190000002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme192400002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme193900002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme196100002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme203000001__SLC7A9,,1,0,0,0,0,0,NA
Enzyme2346__PKM,,1,0,0,0,0,0,NA
Enzyme263900002__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,0,0,1,-1,0,-1,NA
Enzyme267600003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme2693__orphanReacSLC_complex_9_TRANSPORTER1,,1,0,0,0,0,0,NA
Enzyme272700002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme2847__SLC36A4_reverse,,1,0,0,0,0,0,NA
Enzyme30600002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme30600002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme3741__SDS,,1,0,0,0,0,0,NA
Enzyme3833__PKLR,,1,0,0,0,0,0,NA
Enzyme3833__PKM,,1,0,0,0,0,0,NA
Enzyme486200002__SLC6A9,,1,0,0,0,0,0,NA
Enzyme558500002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme558600002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme558600002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme559000002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme559100002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme5592__GPT,,1,0,0,0,0,0,NA
Enzyme5592__GPT2,,1,0,0,0,0,0,NA
Enzyme563000002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme6254__PLD2,,1,0,0,0,0,0,NA
Enzyme645300001__orphanReacSLC_complex_9,,1,0,0,0,0,0,NA
Enzyme645600002__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme647000003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme647400003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme6581__orphanReac3MHISc_reverse,,1,0,0,0,0,0,NA
Enzyme6630__orphanReacMETTRANSc,,1,0,0,0,0,0,NA
Enzyme6630__orphanReacMETTRANSc_reverse,,1,0,0,0,0,0,NA
Enzyme7338__LDHB_LDHA,,1,0,0,0,0,0,NA
Enzyme738300002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme7548__SHMT1_reverse,,1,0,0,0,0,0,NA
Enzyme7549__GLUL,,1,0,0,0,0,0,NA
Enzyme7549__LGSN,,1,0,0,0,0,0,NA
Enzyme7708__LDHD,,1,0,0,0,0,0,NA
Enzyme82800002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme82800003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme82900003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme83000003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme8407__CYB5D1,,1,0,0,0,0,0,NA
Enzyme8407__LDHD,,1,0,0,0,0,0,NA
Enzyme895__DDC,,0,1,0,1,0,1,NA
Enzyme895__HDC,,1,0,0,0,0,0,NA
Enzyme89600002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme905400002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme905500002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme91__ACNML,,1,0,0,0,0,0,NA
Enzyme9124__SLC22A2,,1,0,0,0,0,0,NA
Enzyme9124__SLC22A2_reverse,,1,0,0,0,0,0,NA
Enzyme9181__CYB5D1,,1,0,0,0,0,0,NA
Enzyme9217__ME1,,1,0,0,0,0,0,NA
Enzyme922200002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme9439__PTDSS1_reverse,,1,0,0,0,0,0,NA
Enzyme9440__PTDSS2_reverse,,1,0,0,0,0,0,NA
Enzyme951500002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme951500002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme951500003__SLC1A4,,1,0,0,0,0,0,NA
Enzyme951500003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme951600003__SLC1A4,,1,0,0,0,0,0,NA
Enzyme951600003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme952000003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme952400002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme958800002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme958800002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme9681__ALR,,1,0,0,0,0,0,NA
Enzyme9688__PKLR,,1,0,0,0,0,0,NA
Enzyme9690__PKLR,,1,0,0,0,0,0,NA
Enzyme9707__PKLR,,1,0,0,0,0,0,NA
Enzyme9729__PKLR,,1,0,0,0,0,0,NA
Enzyme992000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992100001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992200001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992400001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992800001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992900002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993100002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993200001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme9934__SLC7A5_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme993500002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993700002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme9938__SLC7A5_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme9939__SLC7A5_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme997100002__SLC7A6,,1,0,0,0,0,0,NA
Enzyme999500002__SLC7A6,,1,0,0,0,0,0,NA
EP300,,1,0,0,0,0,0,NA
EPHX1,,1,0,0,0,0,0,-1.67808781910804
ERCC6,,1,0,0,0,0,0,NA
ESR1,,1,0,0,0,0,0,NA
ETS1,,1,0,0,0,0,0,NA
ETS2,,1,0,0,0,0,0,NA
EZH2,,1,0,0,0,0,0,NA
FBXW7,,1,0,0,0,0,0,NA
FCER1A,,1,0,0,0,0,0,NA
FCER1G,,1,0,0,0,0,0,-0.355435411993608
FER,,1,0,0,0,0,0,NA
FGF13,,1,0,0,0,0,0,NA
FGF2,,1,0,0,0,0,0,-1.54473962298106
FHL2,,1,0,0,0,0,0,4.04638130810876
FKBP1A,,1,0,0,0,0,0,-1.68080301345771
FKBP4,,1,0,0,0,0,0,4.33633799915472
FLI1,,1,0,0,0,0,0,NA
FLII,,1,0,0,0,0,0,-2.60049524938535
FN1,,1,0,0,0,0,0,-0.26886418721034
FOS,,1,0,0,0,0,0,NA
FOSB,,1,0,0,0,0,0,NA
FOXA1,,1,0,0,0,0,0,NA
FOXA2,,1,0,0,0,0,0,NA
FOXO1,,1,0,0,0,0,0,NA
FOXO3,,1,0,0,0,0,0,NA
FOXP1,,1,0,0,0,0,0,NA
FPR1,,1,0,0,0,0,0,NA
FZD3,,1,0,0,0,0,0,NA
FZD6,,1,0,0,0,0,0,NA
GABRQ,,1,0,0,0,0,0,NA
GAK,,1,0,0,0,0,0,2.71607374680227
GAL,,1,0,0,0,0,0,NA
GAPDH,,1,0,0,0,0,0,2.82581721783448
GATA1,,1,0,0,0,0,0,NA
GATA2,,1,0,0,0,0,0,NA
GDNF,,1,0,0,0,0,0,NA
GH1,,1,0,0,0,0,0,NA
GLB1,,1,0,0,0,0,0,2.17232837075002
GLI1,,1,0,0,0,0,0,NA
GLP1R,,1,0,0,0,0,0,NA
GLUL,,1,0,0,0,0,0,-0.73264822117827
GMFB,,1,0,0,0,0,0,-2.55055639456174
GMPS,,1,0,0,0,0,0,4.31773321046816
GNL3,,1,0,0,0,0,0,0.799404557913705
GRK2,,1,0,0,0,0,0,1.02263804063089
GRK5,,1,0,0,0,0,0,NA
GSK3B,,1,0,0,0,0,0,-0.844975239220706
GSN,,1,0,0,0,0,0,-2.57771039232058
HDAC1,,1,0,0,0,0,0,4.78116336736195
HDAC2,,1,0,0,0,0,0,3.16266022375718
HDAC4,,1,0,0,0,0,0,NA
HDAC8,,1,0,0,0,0,0,NA
HDC,,1,0,0,0,0,0,NA
HECTD4,,1,0,0,0,0,0,NA
HGF,,1,0,0,0,0,0,NA
HIF1A,,1,0,0,0,0,0,NA
HIPK2,,1,0,0,0,0,0,NA
HMGB1,P,0,1,0,1,1,1,1.66907891686383
HNRNPK,,1,0,0,0,0,0,7.47954516443487
HNRNPUL1,,1,0,0,0,0,0,4.35180432501027
HOXA9,,1,0,0,0,0,0,NA
HOXB13,,1,0,0,0,0,0,NA
HRAS,,1,0,0,0,0,0,NA
HSP90AA1,,1,0,0,0,0,0,3.12159578665293
HSP90AB1,P,0,0,1,-1,1,-1,4.82010918560368
HSP90B1,,1,0,0,0,0,0,4.59897281321154
HSPA1A,,1,0,0,0,0,0,1.64864635572946
HSPA1A,,1,0,0,0,0,0,1.64864635572946
HSPB1,,1,0,0,0,0,0,0.550339715862048
ICAM3,,1,0,0,0,0,0,NA
IFI16,,1,0,0,0,0,0,4.95102971264295
IFNG,,1,0,0,0,0,0,NA
IGFBP2,,1,0,0,0,0,0,NA
IGHE,,1,0,0,0,0,0,NA
IL10,,1,0,0,0,0,0,NA
IL13,,1,0,0,0,0,0,NA
IL1A,,1,0,0,0,0,0,NA
IL1B,,1,0,0,0,0,0,NA
IL2,,1,0,0,0,0,0,NA
IL3,,1,0,0,0,0,0,NA
IL4,,1,0,0,0,0,0,NA
IRF1,,1,0,0,0,0,0,NA
IRF3,,1,0,0,0,0,0,NA
JAK3,,1,0,0,0,0,0,NA
JUN,,1,0,0,0,0,0,NA
JUNB,,1,0,0,0,0,0,NA
JUND,,1,0,0,0,0,0,NA
KAT2B,,1,0,0,0,0,0,NA
KAT5,,1,0,0,0,0,0,NA
KAT6A,,1,0,0,0,0,0,NA
KAT8,,1,0,0,0,0,0,NA
KDM1A,,1,0,0,0,0,0,2.81281193279568
KDM4C,,1,0,0,0,0,0,NA
KLF4,,1,0,0,0,0,0,NA
KLF5,,1,0,0,0,0,0,NA
KLK3,,1,0,0,0,0,0,NA
KMT5A,,1,0,0,0,0,0,NA
LDHA,,1,0,0,0,0,0,5.38635455679895
LDHB,,1,0,0,0,0,0,1.30407747050813
LTC4S,,1,0,0,0,0,0,NA
MAF,,1,0,0,0,0,0,NA
MAML1,,1,0,0,0,0,0,NA
MAP2K1,,1,0,0,0,0,0,1.4504973445815
MAP3K1,,1,0,0,0,0,0,NA
MAP3K8,,1,0,0,0,0,0,NA
MAPK1,,1,0,0,0,0,0,-3.01859744918126
MAPK10,,1,0,0,0,0,0,0.22618383144404
MAPK11,,1,0,0,0,0,0,NA
MAPK12,,1,0,0,0,0,0,NA
MAPK13,,1,0,0,0,0,0,2.83284822687293
MAPK14,,1,0,0,0,0,0,2.05290782234537
MAPK3,,1,0,0,0,0,0,-4.38600940256295
MAPK8,,1,0,0,0,0,0,NA
MAPK9,,1,0,0,0,0,0,0.22618383144404
MAPKAPK2,,1,0,0,0,0,0,1.65751774674823
MAPKAPK5,,1,0,0,0,0,0,NA
MAX,,1,0,0,0,0,0,NA
MAZ,,1,0,0,0,0,0,NA
MBTPS1,,1,0,0,0,0,0,NA
MDM2,,0.5,0,0.5,-0.5,0,-0.5,NA
MDM4,,1,0,0,0,0,0,NA
ME1,,1,0,0,0,0,0,-0.71772428418838
MED1,,1,0,0,0,0,0,NA
Metab__(2S)-2-Hydroxybutanedioic acid_c,,1,0,0,0,0,0,NA
Metab__17alpha-Hydroxyprogesterone_c,,1,0,0,0,0,0,NA
Metab__2-Oxopropanoic acid_c,,1,0,0,0,0,0,NA
Metab__Acetic acid_c,,1,0,0,0,0,0,NA
Metab__alpha-Ketoglutaric acid_c,,1,0,0,0,0,0,NA
Metab__Ammonia_c,,1,0,0,0,0,0,NA
Metab__CDP_c,,1,0,0,0,0,0,NA
Metab__Choline ion_c,,1,0,0,0,0,0,NA
Metab__D-Alanine_c,M,0,0,1,-1,1,-1,NA
Metab__D-Lactic acid_c,,1,0,0,0,0,0,NA
Metab__dADP_c,,1,0,0,0,0,0,NA
Metab__dGDP_c,,1,0,0,0,0,0,NA
Metab__dTDP_c,,1,0,0,0,0,0,NA
Metab__Ethanolamine_c,,1,0,0,0,0,0,NA
Metab__Glycerol_c,,1,0,0,0,0,0,NA
Metab__Guanosine diphosphate_c,,1,0,0,0,0,0,NA
Metab__Histamine_c,M,0,1,0,1,1,1,NA
Metab__Histamine_e,,1,0,0,0,0,0,NA
Metab__Histidine_c,,1,0,0,0,0,0,NA
Metab__Histidine_e,,1,0,0,0,0,0,NA
Metab__L-Alanine_c,M,0,0,1,-1,1,-1,NA
Metab__L-Alanine_e,,1,0,0,0,0,0,NA
Metab__L-Alanine_m,M,0,0,1,-1,1,-1,NA
Metab__L-Glutamine_c,,1,0,0,0,0,0,NA
Metab__L-Glutamine_e,,1,0,0,0,0,0,NA
Metab__L-Lactic acid_c,,1,0,0,0,0,0,NA
Metab__L-Methionine_c,,1,0,0,0,0,0,NA
Metab__L-Methionine_e,,1,0,0,0,0,0,NA
Metab__L-Serine_c,,1,0,0,0,0,0,NA
Metab__Methyl glyoxal_c,,1,0,0,0,0,0,NA
Metab__N-Acetylneuraminic acid_c,,1,0,0,0,0,0,NA
Metab__Nitric oxide_c,,1,0,0,0,0,0,NA
Metab__Oxiglutatione_c,,1,0,0,0,0,0,NA
Metab__Phosphoenolpyruvate_c,,1,0,0,0,0,0,NA
Metab__Progesterone_c,,1,0,0,0,0,0,NA
Metab__S-Adenosylhomocysteine_c,,1,0,0,0,0,0,NA
Metab__Ursodiol_c,,1,0,0,0,0,0,NA
mlthf_c,,1,0,0,0,0,0,NA
MS4A2,,1,0,0,0,0,0,NA
MSX1,,1,0,0,0,0,0,NA
MXD1,,1,0,0,0,0,0,NA
MYB,,1,0,0,0,0,0,NA
MYCBP2,,1,0,0,0,0,0,-1.28500785430837
MYCN,,1,0,0,0,0,0,NA
NCL,,1,0,0,0,0,0,4.3419859960406
NCOA2,,1,0,0,0,0,0,NA
NCOA3,,1,0,0,0,0,0,NA
NCOA4,,1,0,0,0,0,0,NA
NCOA6,,1,0,0,0,0,0,NA
NCOR2,,1,0,0,0,0,0,NA
NF1,,1,0,0,0,0,0,NA
NFATC1,,1,0,0,0,0,0,NA
NFATC2,,1,0,0,0,0,0,NA
NFATC3,,1,0,0,0,0,0,NA
NFKB1,,1,0,0,0,0,0,3.35086868996363
NGFR,,1,0,0,0,0,0,NA
NLK,,1,0,0,0,0,0,NA
NOTCH1,,1,0,0,0,0,0,NA
NPM1,,1,0,0,0,0,0,-1.75769003618144
NR0B1,,1,0,0,0,0,0,NA
NR0B2,,1,0,0,0,0,0,NA
NR2C2,,1,0,0,0,0,0,NA
NR3C1,,1,0,0,0,0,0,NA
NR4A1,,1,0,0,0,0,0,NA
NR5A1,,1,0,0,0,0,0,NA
NRIP1,,1,0,0,0,0,0,NA
NUAK1,,1,0,0,0,0,0,NA
NUMB,,1,0,0,0,0,0,-1.55310254214333
NUPR1,,1,0,0,0,0,0,NA
ORC1,,1,0,0,0,0,0,NA
PA2G4,,1,0,0,0,0,0,3.83059731878076
PAK4,,1,0,0,0,0,0,NA
PAK6,,1,0,0,0,0,0,NA
PARP1,,1,0,0,0,0,0,7.12965032941924
PAX2,,1,0,0,0,0,0,NA
PAX8,,1,0,0,0,0,0,NA
PDGFA,,1,0,0,0,0,0,NA
PER1,,1,0,0,0,0,0,NA
PHB,,1,0,0,0,0,0,1.15869643417924
PIAS1,,1,0,0,0,0,0,NA
PIAS2,,1,0,0,0,0,0,NA
PIAS3,,1,0,0,0,0,0,NA
PIAS4,,1,0,0,0,0,0,NA
PIK3CG,,1,0,0,0,0,0,NA
PIK3R3,,1,0,0,0,0,0,1.01887209482297
PIN1,,1,0,0,0,0,0,1.09957011600011
PKLR,,1,0,0,0,0,0,NA
PKM,,1,0,0,0,0,0,4.67957825030144
PKN1,,1,0,0,0,0,0,1.81120164399729
PLA2G6,,1,0,0,0,0,0,NA
PLD2,,1,0,0,0,0,0,NA
PLK1,,1,0,0,0,0,0,NA
PLK3,,1,0,0,0,0,0,NA
PLPPR4,,1,0,0,0,0,0,NA
PMEPA1,,1,0,0,0,0,0,NA
POU2F1,,1,0,0,0,0,0,NA
PPARG,,1,0,0,0,0,0,NA
PPM1D,,1,0,0,0,0,0,NA
PPP1CA,,1,0,0,0,0,0,3.56142498219421
PPP1CB,,1,0,0,0,0,0,0.737659804775669
PPP1CC,,1,0,0,0,0,0,2.31924886372773
PPP1R13B,,1,0,0,0,0,0,NA
PPP1R13L,,1,0,0,0,0,0,1.76370121559178
PPP2CA,,1,0,0,0,0,0,1.15904945386011
PPP2CA_PPP2R1A_PPP2R2B,,1,0,0,0,0,0,NA
PPP2CB,,1,0,0,0,0,0,1.15904945386011
PPP2R5D,,1,0,0,0,0,0,0.903944957540742
PPP3CA,,1,0,0,0,0,0,-0.703327754932395
PPP3CA_PPP3R1,,1,0,0,0,0,0,NA
PPP3CB,,1,0,0,0,0,0,NA
PPP3CC,,1,0,0,0,0,0,NA
PPP3R1,,1,0,0,0,0,0,-0.918657701998553
PPP3R2,,1,0,0,0,0,0,NA
PRDX1,,1,0,0,0,0,0,-1.17890905363868
PRG2,,1,0,0,0,0,0,-0.219417264521186
PRKAA1,,1,0,0,0,0,0,4.03108833934933
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,,1,0,0,0,0,0,NA
PRKACA,,1,0,0,0,0,0,-3.06026970180828
PRKACB,,1,0,0,0,0,0,-3.01411916249306
PRKACG,,1,0,0,0,0,0,NA
PRKCA,,1,0,0,0,0,0,0.703388603623082
PRKCD,,1,0,0,0,0,0,0.289250217075757
PRKCZ,,1,0,0,0,0,0,NA
PRKDC,P,0,0,1,-1,1,-1,6.60180695675244
PRKN,,1,0,0,0,0,0,NA
PRKX,,1,0,0,0,0,0,NA
PRMT5,,1,0,0,0,0,0,2.16723344554274
PSEN1,,1,0,0,0,0,0,NA
PSMD10,,1,0,0,0,0,0,0.976580418588745
PTEN,,1,0,0,0,0,0,NA
PTGS2,,1,0,0,0,0,0,NA
PTH,,1,0,0,0,0,0,NA
PTK2B,,1,0,0,0,0,0,NA
PTP4A1,,1,0,0,0,0,0,2.51161021376325
PTPN11,,1,0,0,0,0,0,-2.65283067810378
PTPN6,,1,0,0,0,0,0,-1.54384926574013
PTTG1,,1,0,0,0,0,0,NA
PURA,,1,0,0,0,0,0,0.295375959015037
RAC1,,1,0,0,0,0,0,-4.16762269161081
RAD23A,,1,0,0,0,0,0,-1.29226478683214
RAN,,1,0,0,0,0,0,0.533440786018091
